chunk_id,document_id,text,source_file,title,so_ky_hieu,loai_van_ban,co_quan_ban_hanh,ngay_ban_hanh,chapter,section,article,citation,allowed_roles
doc_166269_điều_49__công_bố_nội_dung_đăng_ký_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_49,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 49. Công bố nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã
Điều 49. Công bố nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã
1. Sau khi cấp Giấy chứng nhận đăng ký hợp tác xã, cơ quan đăng ký kinh doanh công bố nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã trên hệ thống thông tin điện tử của cơ quan đăng ký kinh doanh. Nội dung công bố bao gồm:
a) Nội dung Giấy chứng nhận đăng ký hợp tác xã;
b) Ngành, nghề kinh doanh.
2. Trường hợp đăng ký thay đổi nội dung Giấy chứng nhận đăng ký hợp tác xã theo quy định tại Điều 47 của Luật này, thông báo thay đổi nội dung đăng ký hợp tác xã, liên hiệp hợp tác xã theo quy định tại Điều 48 của Luật này, những nội dung thay đổi phải được công bố trên hệ thống thông tin điện tử của cơ quan đăng ký kinh doanh.
3. Nội dung đăng ký, nội dung thay đổi theo quy định tại khoản 1 và khoản 2 Điều này được công bố trong 30 ngày liên tục kể từ ngày hồ sơ được chấp thuận.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 49. Công bố nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 49. Công bố nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_49__công_bố_nội_dung_đăng_ký_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_49]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_50__tên_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã__chi_nhánh__văn_phòng_đại_diện_và_địa_điểm_kinh_doanh_50,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 50. Tên của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện và địa điểm kinh doanh
Điều 50. Tên của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện và địa điểm kinh doanh
1. Tên tiếng Việt của hợp tác xã, liên hiệp hợp tác xã bao gồm hai thành tố theo thứ tự sau đây:
a) Tên của hợp tác xã được bắt đầu bằng cụm từ ""Hợp tác xã"". Đối với Quỹ hỗ trợ phát triển hợp tác xã hoạt động theo mô hình hợp tác xã thì tên bắt đầu bằng cụm từ ""Quỹ hỗ trợ phát triển hợp tác xã"". Tên của liên hiệp hợp tác xã được bắt đầu bằng cụm từ ""Liên hiệp hợp tác xã"";
b) Tên riêng được viết bằng các chữ cái trong bảng chữ cái tiếng Việt, các chữ F, J, Z, W, chữ số và ký hiệu.
2. Tên bằng tiếng nước ngoài của hợp tác xã, liên hiệp hợp tác xã là tên được dịch từ tên tiếng Việt sang một trong những tiếng nước ngoài hệ chữ La-tinh. Khi dịch sang tiếng nước ngoài, tên riêng của hợp tác xã, liên hiệp hợp tác xã có thể giữ nguyên hoặc dịch theo nghĩa tương ứng sang tiếng nước ngoài.
3. Tên viết tắt của hợp tác xã, liên hiệp hợp tác xã được viết tắt từ tên tiếng Việt hoặc tên bằng tiếng nước ngoài.
4. Tên chi nhánh, văn phòng đại diện, địa điểm kinh doanh phải bao gồm tên hợp tác xã, liên hiệp hợp tác xã kèm theo cụm từ ""Chi nhánh"" đối với chi nhánh, cụm từ ""Văn phòng đại diện"" đối với văn phòng đại diện, cụm từ ""Địa điểm kinh doanh"" đối với địa điểm kinh doanh.
5. Việc đặt tên riêng của hợp tác xã, liên hiệp hợp tác xã không được vi phạm quy định sau đây:
a) Đặt tên trùng hoặc tên gây nhầm lẫn với tên của hợp tác xã, liên hiệp hợp tác xã đã đăng ký trên phạm vi toàn quốc;
b) Đặt tên xâm phạm quyền sở hữu công nghiệp đối với tên thương mại, nhãn hiệu, chỉ dẫn địa lý của tổ chức, cá nhân khác theo quy định của pháp luật về sở hữu trí tuệ;
c) Sử dụng tên cơ quan nhà nước, đơn vị lực lượng vũ trang nhân dân, tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội - nghề nghiệp để làm toàn bộ hoặc một phần tên riêng của hợp tác xã, liên hiệp hợp tác xã, trừ trường hợp có sự chấp thuận của cơ quan, đơn vị hoặc tổ chức đó;
d) Sử dụng từ ngữ, ký hiệu vi phạm truyền thống lịch sử, văn hóa, đạo đức và thuần phong mỹ tục của dân tộc.
6. Tên của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện phải được đăng ký tại cơ quan đăng ký kinh doanh.
7. Chính phủ quy định chi tiết Điều này.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 50. Tên của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện và địa điểm kinh doanh","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 50. Tên của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện và địa điểm kinh doanh | doc_166269_điều_50__tên_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã__chi_nhánh__văn_phòng_đại_diện_và_địa_điểm_kinh_doanh_50]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_51__trụ_sở_chính_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_51,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 51. Trụ sở chính của hợp tác xã, liên hiệp hợp tác xã
Điều 51. Trụ sở chính của hợp tác xã, liên hiệp hợp tác xã
Trụ sở chính của hợp tác xã, liên hiệp hợp tác xã đặt trên lãnh thổ Việt Nam là địa chỉ liên lạc của hợp tác xã, liên hiệp hợp tác xã được xác định theo địa giới đơn vị hành chính.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 51. Trụ sở chính của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 51. Trụ sở chính của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_51__trụ_sở_chính_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_51]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_52__dấu_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_52,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 52. Dấu của hợp tác xã, liên hiệp hợp tác xã
Điều 52. Dấu của hợp tác xã, liên hiệp hợp tác xã
1. Dấu bao gồm dấu được làm tại cơ sở khắc dấu hoặc dấu dưới hình thức chữ ký số theo quy định của pháp luật về giao dịch điện tử.
2. Hợp tác xã, liên hiệp hợp tác xã quyết định loại dấu, số lượng, hình thức và nội dung dấu của hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện và đơn vị khác của hợp tác xã, liên hiệp hợp tác xã.
3. Việc quản lý và lưu giữ dấu được thực hiện theo quy định của Điều lệ hoặc quy chế do hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện hoặc đơn vị khác của hợp tác xã, liên hiệp hợp tác xã có dấu ban hành. Hợp tác xã, liên hiệp hợp tác xã sử dụng dấu trong hoạt động theo quy định của pháp luật.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 52. Dấu của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 52. Dấu của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_52__dấu_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_52]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_53__chi_nhánh__văn_phòng_đại_diện_và_địa_điểm_kinh_doanh_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_53,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 53. Chi nhánh, văn phòng đại diện và địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã
Điều 53. Chi nhánh, văn phòng đại diện và địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã
1. Chi nhánh là đơn vị phụ thuộc của hợp tác xã, liên hiệp hợp tác xã, có nhiệm vụ thực hiện toàn bộ hoặc một phần chức năng của hợp tác xã, liên hiệp hợp tác xã, bao gồm cả chức năng đại diện theo ủy quyền. Ngành, nghề kinh doanh của chi nhánh phải đúng với ngành, nghề kinh doanh của hợp tác xã, liên hiệp hợp tác xã.
2. Văn phòng đại diện là đơn vị phụ thuộc của hợp tác xã, liên hiệp hợp tác xã, có nhiệm vụ đại diện theo ủy quyền cho lợi ích của hợp tác xã, liên hiệp hợp tác xã. Văn phòng đại diện không thực hiện chức năng kinh doanh của hợp tác xã, liên hiệp hợp tác xã.
3. Địa điểm kinh doanh là nơi hợp tác xã, liên hiệp hợp tác xã tiến hành hoạt động kinh doanh cụ thể.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 53. Chi nhánh, văn phòng đại diện và địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 53. Chi nhánh, văn phòng đại diện và địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_53__chi_nhánh__văn_phòng_đại_diện_và_địa_điểm_kinh_doanh_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_53]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_54__cung_cấp_thông_tin_về_nội_dung_đăng_ký_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_54,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 54. Cung cấp thông tin về nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã
Điều 54. Cung cấp thông tin về nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã
1. Tổ chức, cá nhân có quyền đề nghị cơ quan đăng ký kinh doanh cung cấp thông tin về nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã được lưu trữ trên hệ thống thông tin điện tử của cơ quan đăng ký kinh doanh và phải nộp phí theo quy định của pháp luật.
2. Cơ quan đăng ký kinh doanh có nghĩa vụ cung cấp đầy đủ và kịp thời thông tin theo quy định tại khoản 1 Điều này.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương IV,Mục 2,"Điều 54. Cung cấp thông tin về nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 54. Cung cấp thông tin về nội dung đăng ký của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_54__cung_cấp_thông_tin_về_nội_dung_đăng_ký_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_54]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_55__đăng_ký_hoạt_động_chi_nhánh__văn_phòng_đại_diện__thông_báo_địa_điểm_kinh_doanh_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_55,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 55. Đăng ký hoạt động chi nhánh, văn phòng đại diện; thông báo địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã
Điều 55. Đăng ký hoạt động chi nhánh, văn phòng đại diện; thông báo địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã
1. Hợp tác xã, liên hiệp hợp tác xã có quyền thành lập một hoặc nhiều chi nhánh, văn phòng đại diện tại một địa phương theo địa giới đơn vị hành chính ở trong nước theo trình tự sau đây:
a) Hợp tác xã, liên hiệp hợp tác xã gửi hồ sơ đăng ký hoạt động của chi nhánh, văn phòng đại diện đến cơ quan đăng ký kinh doanh nơi hợp tác xã, liên hiệp hợp tác xã đặt chi nhánh, văn phòng đại diện;
b) Trong thời hạn 03 ngày làm việc kể từ ngày nhận hồ sơ đăng ký hoạt động của chi nhánh, văn phòng đại diện, cơ quan đăng ký kinh doanh có trách nhiệm xem xét tính hợp lệ của hồ sơ và cấp giấy chứng nhận đăng ký hoạt động chi nhánh, văn phòng đại diện; trường hợp hồ sơ chưa hợp lệ, cơ quan đăng ký kinh doanh phải thông báo bằng văn bản nội dung cần sửa đổi, bổ sung; trường hợp từ chối thì phải thông báo bằng văn bản và nêu rõ lý do.
2. Trong thời hạn 10 ngày kể từ ngày có thay đổi, hợp tác xã, liên hiệp hợp tác xã gửi hồ sơ đăng ký thay đổi nội dung giấy chứng nhận đăng ký hoạt động chi nhánh, văn phòng đại diện ở trong nước đến cơ quan đăng ký kinh doanh.
3. Hợp tác xã, liên hiệp hợp tác xã có quyền thành lập chi nhánh, văn phòng đại diện ở nước ngoài. Trong thời hạn 30 ngày kể từ ngày thành lập chi nhánh, văn phòng đại diện ở nước ngoài, hợp tác xã, liên hiệp hợp tác xã phải gửi hồ sơ thông báo tới cơ quan đăng ký kinh doanh nơi hợp tác xã, liên hiệp hợp tác xã đặt trụ sở chính.
4. Trong thời hạn 10 ngày kể từ ngày quyết định địa điểm kinh doanh, hợp tác xã, liên hiệp hợp tác xã gửi hồ sơ thông báo đến cơ quan đăng ký kinh doanh nơi đặt địa điểm kinh doanh.
5. Chính phủ quy định hồ sơ đăng ký hoạt động; đăng ký thay đổi nội dung đăng ký hoạt động chi nhánh, văn phòng đại diện; thông báo địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã.
TỔ CHỨC QUẢN TRỊ CỦA HỢP TÁC XÃ, LIÊN HIỆP HỢP TÁC XÃ
TỔ CHỨC QUẢN TRỊ VÀ ĐẠI HỘI THÀNH VIÊN",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,"Điều 55. Đăng ký hoạt động chi nhánh, văn phòng đại diện; thông báo địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã","[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 55. Đăng ký hoạt động chi nhánh, văn phòng đại diện; thông báo địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã | doc_166269_điều_55__đăng_ký_hoạt_động_chi_nhánh__văn_phòng_đại_diện__thông_báo_địa_điểm_kinh_doanh_của_hợp_tác_xã__liên_hiệp_hợp_tác_xã_55]","[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_56__tổ_chức_quản_trị_56,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 56. Tổ chức quản trị
Điều 56. Tổ chức quản trị
1. Tổ chức quản trị của hợp tác xã, liên hiệp hợp tác xã bao gồm hai loại:
a) Tổ chức quản trị đầy đủ bao gồm Đại hội thành viên, Hội đồng quản trị, Giám đốc (Tổng giám đốc), Ban kiểm soát. Chủ tịch Hội đồng quản trị có thể kiêm Giám đốc (Tổng giám đốc);
b) Tổ chức quản trị rút gọn bao gồm Đại hội thành viên, Giám đốc, kiểm soát viên.
2. Hợp tác xã quy mô nhỏ, vừa, lớn, liên hiệp hợp tác xã từ 10 thành viên trở lên phải tổ chức theo tổ chức quản trị đầy đủ.
3. Hợp tác xã quy mô siêu nhỏ, liên hiệp hợp tác xã dưới 10 thành viên có thể tổ chức theo tổ chức quản trị đầy đủ hoặc tổ chức quản trị rút gọn.
4. Trường hợp hợp tác xã, liên hiệp hợp tác xã đang tổ chức theo tổ chức quản trị rút gọn phát triển thành hợp tác xã quy mô nhỏ, vừa, lớn, liên hiệp hợp tác xã từ 10 thành viên trở lên thì Đại hội thành viên gần nhất phải quyết định việc chuyển sang tổ chức quản trị đầy đủ.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,Điều 56. Tổ chức quản trị,[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 56. Tổ chức quản trị | doc_166269_điều_56__tổ_chức_quản_trị_56],"[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_57__đại_hội_thành_viên_57,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 57. Đại hội thành viên
Điều 57. Đại hội thành viên
1. Đại hội thành viên là cơ quan quyết định cao nhất của hợp tác xã, liên hiệp hợp tác xã. Đại hội thành viên họp thường niên mỗi năm một lần và có thể họp bất thường. Trường hợp tổ chức theo tổ chức quản trị rút gọn, Đại hội thành viên họp định kỳ theo quy định của Điều lệ nhưng ít nhất 03 tháng một lần và có thể họp bất thường.
2. Đại hội thành viên được tổ chức dưới hình thức đại hội toàn thể hoặc đại hội đại biểu. Đại hội toàn thể bao gồm các thành viên chính thức tham dự và biểu quyết tại cuộc họp Đại hội thành viên. Đại hội đại biểu bao gồm các đại biểu đại diện cho các thành viên chính thức tham dự và biểu quyết tại cuộc họp Đại hội thành viên. Hợp tác xã, liên hiệp hợp tác xã có tổng số thành viên chính thức từ 50 thành viên trở lên có thể tổ chức đại hội đại biểu. Cuộc họp Đại hội thành viên có thể mời thành viên liên kết góp vốn, thành viên liên kết không góp vốn tham dự.
3. Cuộc họp Đại hội thành viên có thể được tổ chức bằng hình thức họp trực tiếp, họp trực tuyến hoặc kết hợp giữa họp trực tiếp và họp trực tuyến.
4. Cuộc họp Đại hội thành viên phải được ghi biên bản, có thể ghi âm, ghi hình để cung cấp cho các thành viên nếu có yêu cầu. Biên bản họp phải có chữ ký của chủ tọa và thư ký. Trường hợp chủ tọa, thư ký từ chối ký thì biên bản họp có hiệu lực nếu được trên 50% thành viên tham dự đồng ý ký; biên bản ghi rõ việc chủ tọa, thư ký từ chối ký. Người ký tên trong biên bản họp chịu trách nhiệm liên đới về tính chính xác và trung thực của biên bản họp.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,Điều 57. Đại hội thành viên,[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 57. Đại hội thành viên | doc_166269_điều_57__đại_hội_thành_viên_57],"[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_58__đại_biểu_tham_dự_đại_hội_đại_biểu_58,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 58. Đại biểu tham dự đại hội đại biểu
Điều 58. Đại biểu tham dự đại hội đại biểu
1. Tiêu chuẩn đại biểu và trình tự, thủ tục bầu đại biểu tham dự đại hội đại biểu do Điều lệ quy định.
2. Số lượng đại biểu tham dự đại hội đại biểu do Điều lệ quy định nhưng phải bảo đảm yêu cầu sau đây:
a) Không được ít hơn 50% tổng số thành viên chính thức đối với hợp tác xã, liên hiệp hợp tác xã có tổng số thành viên chính thức từ trên 50 đến 100 thành viên;
b) Không được ít hơn 30% tổng số thành viên chính thức đối với hợp tác xã, liên hiệp hợp tác xã có tổng số thành viên chính thức từ trên 100 đến 300 thành viên;
c) Không được ít hơn 20% tổng số thành viên chính thức đối với hợp tác xã, liên hiệp hợp tác xã có tổng số thành viên chính thức từ trên 300 đến 1.000 thành viên;
d) Không được ít hơn 200 đại biểu đối với hợp tác xã, liên hiệp hợp tác xã có tổng số thành viên chính thức trên 1.000 thành viên.
3. Đại biểu tham dự đại hội đại biểu phải thể hiện được ý kiến, nguyện vọng và có trách nhiệm thông tin về kết quả đại hội cho tất cả thành viên mà mình đại diện.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,Điều 58. Đại biểu tham dự đại hội đại biểu,[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 58. Đại biểu tham dự đại hội đại biểu | doc_166269_điều_58__đại_biểu_tham_dự_đại_hội_đại_biểu_58],"[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_59__triệu_tập_đại_hội_thành_viên_59,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 59. Triệu tập Đại hội thành viên
Điều 59. Triệu tập Đại hội thành viên
1. Hội đồng quản trị đối với tổ chức quản trị đầy đủ hoặc Giám đốc đối với tổ chức quản trị rút gọn triệu tập Đại hội thành viên thường niên trong thời hạn 04 tháng kể từ ngày kết thúc năm tài chính.
2. Trường hợp tổ chức theo tổ chức quản trị đầy đủ, Đại hội thành viên bất thường được triệu tập trong trường hợp sau đây:
a) Hội đồng quản trị triệu tập để giải quyết những vấn đề vượt quá thẩm quyền;
b) Hội đồng quản trị triệu tập theo đề nghị của Ban kiểm soát hoặc ít nhất một phần ba tổng số thành viên chính thức;
c) Chủ tịch Hội đồng quản trị triệu tập trong trường hợp không tổ chức được cuộc họp định kỳ của Hội đồng quản trị sau 02 lần triệu tập.
3. Trường hợp tổ chức theo tổ chức quản trị rút gọn, Giám đốc triệu tập Đại hội thành viên bất thường trong trường hợp sau đây:
a) Giải quyết những vấn đề vượt quá thẩm quyền;
b) Theo đề nghị của kiểm soát viên hoặc ít nhất một phần ba tổng số thành viên chính thức.
4. Việc triệu tập Đại hội thành viên bất thường đối với trường hợp quy định tại điểm b khoản 2 và điểm b khoản 3 Điều này được thực hiện như sau:
a) Trong thời hạn 15 ngày kể từ ngày nhận được đề nghị của Ban kiểm soát hoặc kiểm soát viên hoặc ít nhất một phần ba tổng số thành viên chính thức, Hội đồng quản trị hoặc Giám đốc phải triệu tập Đại hội thành viên bất thường;
b) Trường hợp quá thời hạn 15 ngày kể từ ngày nhận được đề nghị của Ban kiểm soát hoặc kiểm soát viên hoặc ít nhất một phần ba tổng số thành viên chính thức mà Hội đồng quản trị hoặc Giám đốc không triệu tập Đại hội thành viên bất thường hoặc quá 04 tháng kể từ ngày kết thúc năm tài chính mà Hội đồng quản trị hoặc Giám đốc không triệu tập Đại hội thành viên thường niên thì Ban kiểm soát hoặc kiểm soát viên có quyền triệu tập Đại hội thành viên bất thường;
c) Trong thời hạn 15 ngày kể từ ngày Ban kiểm soát hoặc kiểm soát viên có quyền triệu tập mà không triệu tập Đại hội thành viên bất thường theo quy định tại điểm b khoản này thì thành viên đại diện cho ít nhất một phần ba tổng số thành viên chính thức có quyền triệu tập Đại hội thành viên. Việc cử thành viên đại diện phải được lập thành biên bản và có đầy đủ chữ ký của tất cả thành viên đề nghị triệu tập Đại hội thành viên.
5. Trường hợp Hội đồng quản trị hoặc Giám đốc không triệu tập họp Đại hội thành viên theo quy định tại khoản 1 và điểm a khoản 4 Điều này thì Hội đồng quản trị hoặc Giám đốc phải bồi thường thiệt hại phát sinh cho hợp tác xã, liên hiệp hợp tác xã theo quy định của pháp luật và Điều lệ. Trường hợp Ban kiểm soát hoặc kiểm soát viên không triệu tập họp Đại hội thành viên theo quy định tại điểm b khoản 4 Điều này thì Ban kiểm soát hoặc kiểm soát viên phải bồi thường thiệt hại phát sinh cho hợp tác xã, liên hiệp hợp tác xã theo quy định của pháp luật và Điều lệ.
6. Đại hội thành viên do người triệu tập chủ trì, trừ trường hợp Đại hội thành viên quyết định bầu thành viên khác chủ trì.
7. Đại hội thành viên được tiến hành khi có ít nhất 50% tổng số thành viên chính thức hoặc đại biểu được triệu tập tham dự; trường hợp không đủ số lượng thành viên thì phải hoãn họp Đại hội thành viên. Trường hợp cuộc họp lần thứ nhất không đủ điều kiện tiến hành thì triệu tập họp lần thứ hai trong thời hạn 30 ngày kể từ ngày dự định họp lần thứ nhất. Cuộc họp Đại hội thành viên lần thứ hai được tiến hành khi có ít nhất 33% tổng số thành viên chính thức hoặc đại biểu được triệu tập tham dự. Trường hợp cuộc họp lần thứ hai không đủ điều kiện tiến hành thì triệu tập họp lần thứ ba trong thời hạn 20 ngày kể từ ngày dự định họp lần thứ hai. Trong trường hợp này, cuộc họp Đại hội thành viên được tiến hành không phụ thuộc vào số thành viên tham dự.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,Điều 59. Triệu tập Đại hội thành viên,[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 59. Triệu tập Đại hội thành viên | doc_166269_điều_59__triệu_tập_đại_hội_thành_viên_59],"[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
doc_166269_điều_60__chuẩn_bị_đại_hội_thành_viên_60,166269,"Văn bản: Luật Hợp tác xã số 17/2023/QH15 (Số ký hiệu: 17/2023/QH15)
Điều 60. Chuẩn bị Đại hội thành viên
Điều 60. Chuẩn bị Đại hội thành viên
1. Người triệu tập Đại hội thành viên phải lập danh sách thành viên, đại biểu có quyền dự họp; chuẩn bị chương trình, nội dung, tài liệu và dự thảo nghị quyết; thông báo triệu tập gửi đến từng thành viên ít nhất 03 ngày trước ngày Đại hội thành viên khai mạc. Nội dung thông báo triệu tập phải xác định rõ thời gian, địa điểm, hình thức và chương trình họp. Thông báo triệu tập được gửi bằng bản giấy, bản điện tử hoặc phương thức khác do Điều lệ quy định.
2. Nội dung chương trình đại hội có thể thay đổi khi có ít nhất một phần ba tổng số thành viên chính thức kiến nghị bằng văn bản điều chỉnh về cùng một nội dung. Nội dung kiến nghị phải được gửi đến người triệu tập họp chậm nhất 02 ngày trước ngày Đại hội thành viên khai mạc nếu Điều lệ không có quy định khác. Kiến nghị phải ghi rõ tên thành viên chính thức và nội dung kiến nghị.
3. Người triệu tập Đại hội thành viên chỉ có quyền từ chối kiến nghị quy định tại khoản 2 Điều này nếu thuộc một trong các trường hợp sau đây:
a) Kiến nghị được gửi đến không đúng thời hạn;
b) Kiến nghị không phù hợp với nội dung được đề nghị xem xét tại Đại hội thành viên;
c) Nội dung kiến nghị không thuộc thẩm quyền quyết định của Đại hội thành viên;
d) Trường hợp khác theo quy định của Điều lệ.
4. Trường hợp từ chối kiến nghị, người triệu tập phải báo cáo Đại hội thành viên trước khi quyết định chương trình Đại hội thành viên. Các kiến nghị được chấp thuận phải được đưa vào chương trình dự kiến. Chương trình Đại hội thành viên phải được Đại hội thành viên biểu quyết thông qua.",content.csv,Luật Hợp tác xã số 17/2023/QH15,17/2023/QH15,Luật,Quốc hội,20/06/2023,Chương V,Mục 1,Điều 60. Chuẩn bị Đại hội thành viên,[17/2023/QH15 - Luật Hợp tác xã số 17/2023/QH15 | Điều 60. Chuẩn bị Đại hội thành viên | doc_166269_điều_60__chuẩn_bị_đại_hội_thành_viên_60],"[""Admin"", ""HR"", ""Risk_Manager"", ""Staff"", ""Guest""]"
